"","date.x","ag_prices","cattle","cattle_feed","census_hort","cold_stor","crop_prog_cond","dairy_prod","hop_stocks","live_slaughter","local_foods","rice_stocks","organic","ddate","date.y","geo.x","time.x","gprop.x","category","gtw_ag_prices","gtw_cattle","gtw_cattle_feed","gtw_cold_stor","gtw_crop_prog_cond","gtw_dairy_prod","gtw_hop_stocks","gtw_live_slaughter","gtw_local_foods","gtw_rice_stocks","date.x.x","geo.y","time.y","gprop.y","gtn_cattle","gtn_cold_stor","gtn_crop_prod_cond","gtn_dairy_prod","gtn_local_foods","date.y.y","red_ag_prices","red_cattle","red_census_hort","red_cert_org","red_cold_stor","red_crop_prog_cond","red_dairy_prod","red_local_foods","tdate","cattle100"
"317","11/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-12 19:00:00,NA
"318","11/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-11-13 19:00:00,NA
"319","11/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-14 19:00:00,NA
"320","11/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-15 19:00:00,NA
"321","11/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-17,"11/17/2019","US","2018-11-01 2020-11-01","web",0,NA,78,6,54,4,86,NA,NA,2,NA,"11/17/2019","US","2018-11-01 2020-11-01","news",28,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-16 19:00:00,NA
"322","11/18/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/18/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-11-17 19:00:00,NA
"323","11/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-18 19:00:00,NA
"324","11/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-19 19:00:00,NA
"325","11/21/19",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-20 19:00:00,NA
"326","11/22/19",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-21 19:00:00,NA
"327","11/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/23/2019",NA,15,NA,NA,NA,NA,NA,NA,2019-11-22 19:00:00,NA
"328","11/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-24,"11/24/2019","US","2018-11-01 2020-11-01","web",0,NA,70,3,56,2,51,NA,2,1,NA,"11/24/2019","US","2018-11-01 2020-11-01","news",33,NA,NA,NA,NA,"11/24/2019",NA,23,NA,NA,NA,NA,NA,NA,2019-11-23 19:00:00,NA
"329","11/25/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/25/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-11-24 19:00:00,NA
"330","11/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-25 19:00:00,NA
"331","11/27/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/27/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-11-26 19:00:00,NA
"332","11/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-27 19:00:00,NA
"333","11/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-28 19:00:00,NA
"334","11/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-29 19:00:00,NA
"335","12/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-01,"12/1/2019","US","2018-11-01 2020-11-01","web",0,NA,73,1,82,NA,72,NA,3,2,NA,"12/1/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30 19:00:00,NA
"336","12/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/2019",NA,11,NA,NA,NA,NA,NA,NA,2019-12-01 19:00:00,NA
"337","12/03/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/3/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-12-02 19:00:00,NA
"338","12/04/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-03 19:00:00,NA
"339","12/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-04 19:00:00,NA
"340","12/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-05 19:00:00,NA
"341","12/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-06 19:00:00,NA
"342","12/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-08,"12/8/2019","US","2018-11-01 2020-11-01","web",0,NA,75,2,65,3,71,NA,2,2,1,"12/8/2019","US","2018-11-01 2020-11-01","news",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-07 19:00:00,NA
"343","12/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-08 19:00:00,NA
"344","12/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-09 19:00:00,NA
"345","12/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/11/2019",NA,9,NA,NA,NA,NA,NA,NA,2019-12-10 19:00:00,NA
"346","12/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-11 19:00:00,NA
"347","12/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-12 19:00:00,NA
"348","12/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-13 19:00:00,NA
"349","12/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-15,"12/15/2019","US","2018-11-01 2020-11-01","web",0,NA,70,6,69,2,42,NA,2,2,1,"12/15/2019","US","2018-11-01 2020-11-01","news",45,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-14 19:00:00,NA
"350","12/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-15 19:00:00,NA
"351","12/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-16 19:00:00,NA
"352","12/18/19",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/18/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-12-17 19:00:00,NA
"353","12/19/19",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-18 19:00:00,NA
"354","12/20/19",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-19 19:00:00,100
"355","12/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-20 19:00:00,NA
"356","12/22/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,"12/22/2019","US","2018-11-01 2020-11-01","web",0,NA,66,2,50,NA,50,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-21 19:00:00,NA
"357","12/23/19",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22 19:00:00,NA
"358","12/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/24/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-12-23 19:00:00,NA
"359","12/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-24 19:00:00,NA
"360","12/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-25 19:00:00,NA
"361","12/27/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-26 19:00:00,NA
"362","12/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-27 19:00:00,NA
"363","12/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-29,"12/29/2019","US","2018-11-01 2020-11-01","web",0,NA,71,1,61,NA,54,2,2,2,1,"12/29/2019","US","2018-11-01 2020-11-01","news",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-28 19:00:00,NA
"364","12/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-29 19:00:00,NA
"365","12/31/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30 19:00:00,NA
"366","01/01/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-31 19:00:00,NA
"367","01/02/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-01 19:00:00,NA
"368","01/03/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2020",NA,1,NA,NA,NA,NA,NA,NA,2020-01-02 19:00:00,NA
"369","01/04/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-03 19:00:00,NA
"370","01/05/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-05,"1/5/2020","US","2018-11-01 2020-11-01","web",0,NA,77,2,61,2,73,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-04 19:00:00,NA
"371","01/06/20",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2020-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-05 19:00:00,NA
"372","01/07/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-06 19:00:00,NA
"373","01/08/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-07 19:00:00,NA
"374","01/09/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-08 19:00:00,NA
"375","01/10/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2020-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-09 19:00:00,NA
"376","01/11/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/11/2020",NA,7,NA,NA,NA,NA,NA,NA,2020-01-10 19:00:00,NA
"377","01/12/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-12,"1/12/2020","US","2018-11-01 2020-11-01","web",0,NA,74,2,65,NA,76,2,2,2,1,"1/12/2020","US","2018-11-01 2020-11-01","news",53,NA,NA,NA,NA,"1/12/2020",NA,3,NA,NA,NA,NA,NA,NA,2020-01-11 19:00:00,NA
"378","01/13/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-12 19:00:00,NA
"379","01/14/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-13 19:00:00,NA
"380","01/15/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-14 19:00:00,NA
"381","01/16/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-15 19:00:00,NA
"382","01/17/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/17/2020",NA,NA,NA,4,NA,NA,NA,NA,2020-01-16 19:00:00,NA
"383","01/18/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/18/2020",NA,NA,NA,NA,NA,NA,8,NA,2020-01-17 19:00:00,NA
"384","01/19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-19,"1/19/2020","US","2018-11-01 2020-11-01","web",0,1,79,2,68,NA,72,2,NA,2,1,"1/19/2020","US","2018-11-01 2020-11-01","news",41,NA,NA,NA,NA,"1/19/2020",NA,1,NA,NA,NA,NA,NA,NA,2020-01-18 19:00:00,NA
"385","01/20/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-19 19:00:00,NA
"386","01/21/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-20 19:00:00,NA
"387","01/22/20",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2020-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-21 19:00:00,NA
"388","01/23/20",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2020-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-22 19:00:00,NA
"389","01/24/20",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/24/2020",NA,3,NA,NA,NA,NA,NA,NA,2020-01-23 19:00:00,NA
"390","01/25/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-24 19:00:00,NA
"391","01/26/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26,"1/26/2020","US","2018-11-01 2020-11-01","web",0,NA,83,3,70,NA,71,NA,2,2,NA,"1/26/2020","US","2018-11-01 2020-11-01","news",54,54,NA,70,NA,"1/26/2020",NA,2,NA,NA,NA,NA,NA,NA,2020-01-25 19:00:00,NA
"392","01/27/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26 19:00:00,NA
"393","01/28/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/28/2020",NA,NA,3,NA,NA,3,NA,NA,2020-01-27 19:00:00,NA
"394","01/29/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/29/2020",NA,NA,11,NA,NA,11,NA,NA,2020-01-28 19:00:00,NA
"395","01/30/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-29 19:00:00,NA
"396","01/31/20",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-30 19:00:00,100
